 9,0.28
10,0.29
11,0.30
12,0.31
13,0.33
14,0.34
15,0.35
16,0.37
17,0.39
18,0.40
19,0.42
20,0.43
21,0.45
22,0.47
23,0.48
24,0.51
25,0.53
26,0.55
27,0.57
28,0.59
29,0.61
30,0.63
31,0.66
32,0.68
33,0.70
34,0.73
35,0.75
36,0.78
37,0.81
38,0.84
39,0.87
40,0.89
41,0.93
42,0.96
43,1.01
