-0.3	60
7.3	55
17.4	50
29.2	45
44.4	40
62.2	35
86.4	30
-0.2	60
7.6	55
18	50
29.6	45
43.7	40
62.5	35
86	30
-0.2	60
8.1	55
18.3	50
29.7	45
44.8	40
63	35
85.3	30
-0.1	60
8.1	55
17.3	50
30.2	45
44.5	40
62.5	35
85.1	30
-0.2	60
8.6	55
18.3	50
30.1	45
44.4	40
62.3	35
85.7	30
